TimeStamp,MSEC,    Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,        Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,            Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,                Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,                    Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP102021-07-06 17:15:49.340968,,,,/Marker/1
2021-07-06 17:15:50.426645,0.9999999999999999,[2],0.6972824931144714,0.05189704895019531,-0.2299514263868332,0.21911704540252686,[3],0.4541971683502197,0.10689671337604523,-0.15038692951202393,0.12566806375980377,[0],0.7026264667510986,0.5122105479240417,0.4620059132575989,0.45466384291648865,[1],0.7072805166244507,0.290477991104126,0.1678849756717682,0.3836315870285034,[4],0.04308652877807617,-0.20571742951869965,-0.6590864062309265,-0.2517012357711792
2021-07-06 17:15:50.554466,1.0999999999999999,[2],0.6972824931144714,-0.004893741570413113,-0.2299514263868332,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,-0.15038692951202393,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.4620059132575989,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.1678849756717682,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6590864062309265,-0.2517012357711792
2021-07-06 17:15:50.633897,1.2,[2],0.6972824931144714,-0.004893741570413113,-0.2299514263868332,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,-0.15038692951202393,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.4620059132575989,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.1678849756717682,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6590864062309265,-0.2517012357711792
2021-07-06 17:15:50.730298,1.3,[2],0.6972824931144714,-0.004893741570413113,-0.2299514263868332,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,-0.15038692951202393,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.4620059132575989,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.1678849756717682,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6590864062309265,-0.2517012357711792
2021-07-06 17:15:50.871874,1.4000000000000001,[2],0.6972824931144714,-0.004893741570413113,-0.2299514263868332,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,-0.15038692951202393,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.4620059132575989,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.1678849756717682,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6590864062309265,-0.2517012357711792
2021-07-06 17:15:50.937076,1.5000000000000002,[2],0.6972824931144714,-0.004893741570413113,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,0.05056644231081009,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.9183120727539062,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.7714283466339111,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6464982628822327,-0.2517012357711792
2021-07-06 17:15:51.028678,1.6000000000000003,[2],0.6972824931144714,-0.004893741570413113,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.1296849399805069,0.06344376504421234,0.12566806375980377,[0],0.7026264667510986,0.46329402923583984,0.9345070719718933,0.45466384291648865,[1],0.7072805166244507,0.2591615617275238,0.7524263262748718,0.3836315870285034,[4],0.04308652877807617,-0.20953227579593658,-0.6972604393959045,-0.2517012357711792
2021-07-06 17:15:51.165231,1.7000000000000004,[2],0.6972824931144714,0.2371303141117096,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.16554445028305054,0.06001012399792671,0.12566806375980377,[0],0.7026264667510986,0.3957776129245758,0.911716103553772,0.45466384291648865,[1],0.7072805166244507,0.5881729125976562,0.7075762748718262,0.3836315870285034,[4],0.04308652877807617,0.0017583048902451992,-0.738290548324585,-0.2517012357711792
2021-07-06 17:15:51.258912,1.8000000000000005,[2],0.6972824931144714,0.2371303141117096,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.16406863927841187,0.05139371007680893,0.12566806375980377,[0],0.7026264667510986,0.3190028667449951,0.8667071461677551,0.45466384291648865,[1],0.7072805166244507,0.5074116587638855,0.6543880105018616,0.3836315870285034,[4],0.04308652877807617,0.05827902629971504,-0.7675507664680481,-0.2517012357711792
2021-07-06 17:15:51.337898,1.9000000000000006,[2],0.6972824931144714,0.2371303141117096,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.17300666868686676,0.046557582914829254,0.12566806375980377,[0],0.7026264667510986,0.25746914744377136,0.8165147304534912,0.45466384291648865,[1],0.7072805166244507,0.438764750957489,0.6038092374801636,0.3836315870285034,[4],0.04308652877807617,0.1071673259139061,-0.7792631983757019,-0.2517012357711792
2021-07-06 17:15:51.478075,2.0000000000000004,[2],0.6972824931144714,0.2371303141117096,0.35086801648139954,0.21911704540252686,[3],0.4541971683502197,0.1876886636018753,0.044693462550640106,0.12566806375980377,[0],0.7026264667510986,0.20889519155025482,0.768473207950592,0.45466384291648865,[1],0.7072805166244507,0.3805181384086609,0.559480607509613,0.3836315870285034,[4],0.04308652877807617,0.1362691968679428,-0.7723780274391174,-0.2517012357711792
2021-07-06 17:15:51.540982,2.1000000000000005,[2],0.6972824931144714,0.2371303141117096,0.3529834449291229,0.21911704540252686,[3],0.4541971683502197,0.20109961926937103,0.040702782571315765,0.12566806375980377,[0],0.7026264667510986,0.16767024993896484,0.727164089679718,0.45466384291648865,[1],0.7072805166244507,0.32884201407432556,0.5263293981552124,0.3836315870285034,[4],0.04308652877807617,0.14140136539936066,-0.7563009858131409,-0.2517012357711792
2021-07-06 17:15:51.651290,2.2000000000000006,[2],0.6972824931144714,0.23846600949764252,0.3558616042137146,0.21911704540252686,[3],0.4541971683502197,0.20866592228412628,0.0318903774023056,0.12566806375980377,[0],0.7026264667510986,0.1309555321931839,0.7084830403327942,0.45466384291648865,[1],0.7072805166244507,0.2815071940422058,0.5115815997123718,0.3836315870285034,[4],0.04308652877807617,0.1259549856185913,-0.7457442283630371,-0.2517012357711792
2021-07-06 17:15:51.719124,2.3000000000000007,[2],0.6972824931144714,0.24135932326316833,0.359798789024353,0.21911704540252686,[3],0.4541971683502197,0.2100953310728073,0.02017928659915924,0.12566806375980377,[0],0.7026264667510986,0.10251828283071518,0.7423158288002014,0.45466384291648865,[1],0.7072805166244507,0.23850353062152863,0.5271700024604797,0.3836315870285034,[4],0.04308652877807617,0.0994427427649498,-0.748151957988739,-0.2517012357711792
2021-07-06 17:15:51.828892,2.400000000000001,[2],0.6972824931144714,0.2515346109867096,0.362002968788147,0.21911704540252686,[3],0.4541971683502197,0.20700715482234955,0.01088548544794321,0.12566806375980377,[0],0.7026264667510986,0.08135727047920227,0.8223972320556641,0.45466384291648865,[1],0.7072805166244507,0.20062126219272614,0.5670714974403381,0.3836315870285034,[4],0.04308652877807617,0.07245758175849915,-0.7613143920898438,-0.2517012357711792
2021-07-06 17:15:51.937821,2.500000000000001,[2],0.6972824931144714,0.2538430690765381,0.36319097876548767,0.21911704540252686,[3],0.4541971683502197,0.20095814764499664,0.007437403313815594,0.12566806375980377,[0],0.7026264667510986,0.06516232341527939,0.903383731842041,0.45466384291648865,[1],0.7072805166244507,0.16778911650180817,0.6100577712059021,0.3836315870285034,[4],0.04308652877807617,0.05064912140369415,-0.7783783674240112,-0.2517012357711792
2021-07-06 17:15:52.063212,2.600000000000001,[2],0.6972824931144714,0.2538430690765381,0.3705165684223175,0.21911704540252686,[3],0.4541971683502197,0.1929718255996704,0.008536461740732193,0.12566806375980377,[0],0.7026264667510986,0.052243251353502274,0.9620018601417542,0.45466384291648865,[1],0.7072805166244507,0.13932128250598907,0.6377017498016357,0.3836315870285034,[4],0.04308652877807617,0.03421374410390854,-0.7903324961662292,-0.2517012357711792
2021-07-06 17:15:52.169248,2.700000000000001,[2],0.6972824931144714,0.2538430690765381,0.3717898726463318,0.21911704540252686,[3],0.4541971683502197,0.18499667942523956,0.013850453309714794,0.12566806375980377,[0],0.7026264667510986,0.0455489456653595,1.0036892890930176,0.45466384291648865,[1],0.7072805166244507,0.11506678909063339,0.6525368094444275,0.3836315870285034,[4],0.04308652877807617,0.020219897851347923,-0.8175618648529053,-0.2517012357711792
2021-07-06 17:15:52.278384,2.800000000000001,[2],0.6972824931144714,0.2538430690765381,0.3717898726463318,0.21911704540252686,[3],0.4541971683502197,0.17880848050117493,0.009388266131281853,0.12566806375980377,[0],0.7026264667510986,0.04742739722132683,1.0363141298294067,0.45466384291648865,[1],0.7072805166244507,0.0943654254078865,0.6337877511978149,0.3836315870285034,[4],0.04308652877807617,0.006264707539230585,-0.8147973418235779,-0.2517012357711792
2021-07-06 17:15:52.372114,2.9000000000000012,[2],0.6972824931144714,0.1675311028957367,0.36596494913101196,0.21911704540252686,[3],0.4541971683502197,0.17469507455825806,0.0026967187877744436,0.12566806375980377,[0],0.7026264667510986,-0.017118126153945923,1.0423269271850586,0.45466384291648865,[1],0.7072805166244507,-0.06544337421655655,0.6100723147392273,0.3836315870285034,[4],0.04308652877807617,-0.0024358443915843964,-0.8216565847396851,-0.2517012357711792
2021-07-06 17:15:52.450644,,,,/Marker/2
